offer_id,account_id,offer_sequence_number,ai_recommended_offer_percent,actual_agent_offer_percent,offer_type,offer_percent,installment_months,emi_percent_of_income,offer_channel,offer_timestamp,response_timestamp,days_between_offer_and_response,ai_confidence_score,human_override_flag,override_reason_code,customer_response,considered_offer_percents
O50618,A10430,1,58,58,Installment,58,3,19,Call,2026-03-08,2026-03-26,18,0.87,No,NONE,Accepted,"[63, 58, 53]"
O50619,A10431,1,70,75,Installment,75,9,12,SMS,2026-02-20,2026-02-20,0,0.6,Yes,Agent_Discretion,Accepted,"[75, 70, 65]"
O50620,A10431,2,72,72,Installment,72,6,18,SMS,2026-03-06,2026-03-09,3,0.84,No,NONE,No Response,"[77, 72, 67]"
O50621,A10432,1,71,71,Installment,71,3,11,Call,2026-02-03,2026-02-16,13,0.74,No,NONE,Accepted,"[76, 71, 66]"
O50622,A10433,1,54,54,Installment,54,6,13,SMS,2026-03-22,2026-03-26,4,0.78,No,NONE,Accepted,"[59, 54, 49]"
O50623,A10433,2,50,50,Installment,50,3,14,Email,2026-01-06,2026-01-18,12,0.65,No,NONE,No Response,"[55, 50, 45]"
O50624,A10434,1,20,25,Lump-Sum,25,0,20,Call,2026-02-24,2026-02-28,4,0.82,Yes,Agent_Discretion,Accepted,"[25, 20, 15]"
O50625,A10434,2,42,42,Lump-Sum,42,0,20,Call,2026-03-21,2026-04-03,13,0.82,No,NONE,Rejected,"[47, 42, 37]"
O50626,A10435,1,45,45,Installment,45,9,17,Email,2026-01-23,2026-01-29,6,0.83,No,NONE,Accepted,"[50, 45, 40]"
O50627,A10435,2,45,45,Installment,45,9,17,Email,2026-02-21,2026-02-26,5,0.84,No,NONE,Rejected,"[50, 45, 40]"
O50628,A10436,1,81,81,Installment,81,6,10,SMS,2026-03-04,2026-03-18,14,0.73,No,NONE,Rejected,"[86, 81, 76]"
O50629,A10437,1,33,33,Lump-Sum,33,0,11,Call,2026-02-27,2026-02-28,1,0.86,No,NONE,Accepted,"[38, 33, 28]"
O50630,A10437,2,42,42,Lump-Sum,42,0,18,Call,2026-03-04,2026-03-04,0,0.8,No,NONE,Accepted,"[47, 42, 37]"
O50631,A10438,1,53,58,Installment,58,3,8,SMS,2026-02-09,2026-02-22,13,0.85,Yes,Agent_Discretion,Accepted,"[58, 53, 48]"
O50632,A10439,1,73,73,Installment,73,6,21,Call,2026-01-17,2026-02-06,20,0.81,No,NONE,Accepted,"[78, 73, 68]"
O50633,A10440,1,74,74,Installment,74,3,20,Call,2026-01-18,2026-01-27,9,0.62,No,NONE,No Response,"[79, 74, 69]"
O50634,A10440,2,68,68,Installment,68,9,19,SMS,2026-01-20,2026-02-03,14,0.66,No,NONE,Accepted,"[73, 68, 63]"
O50635,A10441,1,63,68,Installment,68,3,9,SMS,2026-01-26,2026-02-08,13,0.62,Yes,Agent_Discretion,No Response,"[68, 63, 58]"
O50636,A10442,1,56,56,Installment,56,9,8,Email,2026-02-18,2026-02-20,2,0.84,No,NONE,No Response,"[61, 56, 51]"
O50637,A10443,1,71,71,Installment,71,3,16,Call,2026-01-16,2026-01-16,0,0.57,No,NONE,Accepted,"[76, 71, 66]"
O50638,A10443,2,72,72,Installment,72,9,16,Call,2026-01-06,2026-01-21,15,0.74,No,NONE,Accepted,"[77, 72, 67]"
O50639,A10444,1,44,44,Lump-Sum,44,0,11,SMS,2026-03-04,2026-03-06,2,0.69,No,NONE,Rejected,"[49, 44, 39]"
O50640,A10445,1,61,61,Installment,61,3,21,Call,2026-02-13,2026-02-13,0,0.71,No,NONE,Accepted,"[66, 61, 56]"
O50641,A10445,2,60,65,Installment,65,3,14,Email,2026-03-07,2026-03-16,9,0.67,Yes,Agent_Discretion,Accepted,"[65, 60, 55]"
O50642,A10446,1,66,66,Installment,66,9,14,Call,2026-02-28,2026-03-13,13,0.85,No,NONE,Accepted,"[71, 66, 61]"
O50643,A10447,1,56,56,Installment,56,6,9,Email,2026-01-06,2026-01-18,12,0.76,No,NONE,Accepted,"[61, 56, 51]"
O50644,A10448,1,80,80,Installment,80,9,12,Email,2026-03-25,2026-04-14,20,0.85,No,NONE,Accepted,"[85, 80, 75]"
O50645,A10449,1,69,69,Installment,69,9,10,SMS,2026-02-06,2026-02-14,8,0.65,No,NONE,Accepted,"[74, 69, 64]"
O50646,A10450,1,75,75,Installment,75,9,21,Email,2026-03-29,2026-03-31,2,0.8,No,NONE,No Response,"[80, 75, 70]"
O50647,A10450,2,76,81,Installment,81,6,17,SMS,2026-02-03,2026-02-11,8,0.59,Yes,Agent_Discretion,Accepted,"[81, 76, 71]"
O50648,A10451,1,31,36,Lump-Sum,36,0,9,Call,2026-02-11,2026-02-23,12,0.8,Yes,Agent_Discretion,No Response,"[36, 31, 26]"
O50649,A10452,1,63,63,Installment,63,6,13,SMS,2026-03-22,2026-03-31,9,0.78,No,NONE,Rejected,"[68, 63, 58]"
O50650,A10453,1,73,73,Installment,73,6,12,SMS,2026-01-11,2026-01-31,20,0.68,No,NONE,Accepted,"[78, 73, 68]"
O50651,A10453,2,80,80,Installment,80,6,21,Email,2026-03-26,2026-04-15,20,0.86,No,NONE,Accepted,"[85, 80, 75]"
O50652,A10454,1,70,70,Installment,70,6,19,Call,2026-03-02,2026-03-13,11,0.87,No,NONE,Accepted,"[75, 70, 65]"
O50653,A10455,1,62,67,Installment,67,3,15,Call,2026-02-20,2026-03-01,9,0.76,Yes,Agent_Discretion,Accepted,"[67, 62, 57]"
O50654,A10456,1,62,67,Installment,67,6,18,Call,2026-02-26,2026-03-17,19,0.73,Yes,Agent_Discretion,Rejected,"[67, 62, 57]"
O50655,A10457,1,55,55,Installment,55,6,14,SMS,2026-02-26,2026-03-17,19,0.8,No,NONE,Accepted,"[60, 55, 50]"
O50656,A10458,1,66,66,Installment,66,6,11,Email,2026-02-02,2026-02-06,4,0.85,No,NONE,Accepted,"[71, 66, 61]"
O50657,A10458,2,82,82,Installment,82,3,21,SMS,2026-03-29,2026-04-05,7,0.58,No,NONE,Rejected,"[87, 82, 77]"
O50658,A10459,1,68,68,Installment,68,3,11,Call,2026-01-13,2026-01-20,7,0.77,No,NONE,Accepted,"[73, 68, 63]"
O50659,A10459,2,83,83,Installment,83,3,19,Call,2026-02-23,2026-03-10,15,0.57,No,NONE,Accepted,"[88, 83, 78]"
O50660,A10460,1,69,69,Installment,69,9,20,Email,2026-02-23,2026-03-07,12,0.85,No,NONE,Rejected,"[74, 69, 64]"
O50661,A10460,2,76,76,Installment,76,3,12,Call,2026-01-28,2026-02-14,17,0.79,No,NONE,Accepted,"[81, 76, 71]"
O50662,A10461,1,56,56,Installment,56,9,12,SMS,2026-02-09,2026-02-17,8,0.78,No,NONE,No Response,"[61, 56, 51]"
O50663,A10462,1,78,78,Installment,78,9,11,SMS,2026-01-07,2026-01-14,7,0.68,No,NONE,Accepted,"[83, 78, 73]"
O50664,A10462,2,76,76,Installment,76,3,20,SMS,2026-02-06,2026-02-26,20,0.89,No,NONE,Accepted,"[81, 76, 71]"
O50665,A10463,1,80,80,Installment,80,9,12,Call,2026-03-09,2026-03-16,7,0.56,No,NONE,Accepted,"[85, 80, 75]"
O50666,A10464,1,80,85,Installment,85,3,13,Call,2026-01-09,2026-01-20,11,0.77,Yes,Agent_Discretion,Accepted,"[85, 80, 75]"
O50667,A10464,2,66,66,Installment,66,6,20,Call,2026-03-18,2026-03-24,6,0.68,No,NONE,No Response,"[71, 66, 61]"
O50668,A10465,1,45,45,Installment,45,9,17,Email,2026-03-13,2026-03-17,4,0.83,No,NONE,Rejected,"[50, 45, 40]"
O50669,A10466,1,83,83,Installment,83,6,11,Email,2026-01-10,2026-01-21,11,0.77,No,NONE,Rejected,"[88, 83, 78]"
O50670,A10467,1,56,56,Installment,56,3,12,Call,2026-03-08,2026-03-16,8,0.81,No,NONE,Accepted,"[61, 56, 51]"
O50671,A10467,2,46,46,Installment,46,9,20,Call,2026-01-04,2026-01-12,8,0.81,No,NONE,Accepted,"[51, 46, 41]"
O50672,A10468,1,69,69,Installment,69,6,8,Email,2026-01-01,2026-01-07,6,0.57,No,NONE,Rejected,"[74, 69, 64]"
O50673,A10469,1,26,31,Lump-Sum,31,0,14,Call,2026-03-03,2026-03-08,5,0.58,Yes,Agent_Discretion,Accepted,"[31, 26, 21]"
O50674,A10469,2,23,23,Lump-Sum,23,0,15,Email,2026-01-02,2026-01-18,16,0.83,No,NONE,Accepted,"[28, 23, 18]"
O50675,A10470,1,60,60,Installment,60,6,16,Email,2026-02-24,2026-03-12,16,0.8,No,NONE,Accepted,"[65, 60, 55]"
O50676,A10470,2,60,60,Installment,60,9,13,SMS,2026-01-30,2026-02-02,3,0.58,No,NONE,No Response,"[65, 60, 55]"
O50677,A10471,1,61,66,Installment,66,9,19,Email,2026-03-26,2026-03-29,3,0.63,Yes,Agent_Discretion,Accepted,"[66, 61, 56]"
O50678,A10472,1,80,80,Installment,80,6,12,SMS,2026-03-20,2026-04-05,16,0.78,No,NONE,Rejected,"[85, 80, 75]"
O50679,A10473,1,48,48,Installment,48,3,19,Email,2026-02-21,2026-03-11,18,0.55,No,NONE,Accepted,"[53, 48, 43]"
O50680,A10474,1,46,46,Installment,46,3,20,Email,2026-01-10,2026-01-19,9,0.86,No,NONE,Accepted,"[51, 46, 41]"
O50681,A10475,1,83,83,Installment,83,9,21,SMS,2026-03-06,2026-03-22,16,0.82,No,NONE,Accepted,"[88, 83, 78]"
O50682,A10475,2,81,81,Installment,81,3,15,Call,2026-02-26,2026-03-17,19,0.71,No,NONE,Accepted,"[86, 81, 76]"
O50683,A10476,1,57,57,Installment,57,3,11,Call,2026-03-03,2026-03-13,10,0.64,No,NONE,Accepted,"[62, 57, 52]"
O50684,A10477,1,51,51,Installment,51,6,14,Call,2026-01-21,2026-02-05,15,0.65,No,NONE,No Response,"[56, 51, 46]"
O50685,A10477,2,62,62,Installment,62,3,8,SMS,2026-02-26,2026-03-16,18,0.57,No,NONE,Rejected,"[67, 62, 57]"
O50686,A10478,1,47,47,Installment,47,3,9,SMS,2026-02-24,2026-03-15,19,0.72,No,NONE,Rejected,"[52, 47, 42]"
O50687,A10479,1,57,57,Installment,57,3,9,Email,2026-03-14,2026-03-30,16,0.88,No,NONE,Accepted,"[62, 57, 52]"
O50688,A10480,1,74,74,Installment,74,9,9,Email,2026-03-14,2026-03-30,16,0.79,No,NONE,Rejected,"[79, 74, 69]"
O50689,A10481,1,62,62,Installment,62,9,11,SMS,2026-03-12,2026-03-28,16,0.57,No,NONE,Accepted,"[67, 62, 57]"
O50690,A10482,1,68,68,Installment,68,9,15,Call,2026-03-14,2026-03-17,3,0.65,No,NONE,Accepted,"[73, 68, 63]"
O50691,A10483,1,62,62,Installment,62,9,14,SMS,2026-03-29,2026-04-08,10,0.86,No,NONE,Accepted,"[67, 62, 57]"
O50692,A10483,2,53,53,Installment,53,6,18,Email,2026-01-24,2026-01-26,2,0.67,No,NONE,Rejected,"[58, 53, 48]"
O50693,A10484,1,77,77,Installment,77,6,9,Call,2026-02-16,2026-02-22,6,0.58,No,NONE,Rejected,"[82, 77, 72]"
O50694,A10485,1,61,61,Installment,61,6,21,Call,2026-02-13,2026-02-20,7,0.68,No,NONE,Accepted,"[66, 61, 56]"
O50695,A10485,2,50,50,Installment,50,6,15,Email,2026-01-09,2026-01-17,8,0.76,No,NONE,Rejected,"[55, 50, 45]"
O50696,A10486,1,68,68,Installment,68,6,18,Call,2026-03-05,2026-03-16,11,0.79,No,NONE,Accepted,"[73, 68, 63]"
O50697,A10487,1,50,55,Installment,55,9,16,Email,2026-03-20,2026-03-20,0,0.72,Yes,Agent_Discretion,Accepted,"[55, 50, 45]"
O50698,A10487,2,62,67,Installment,67,6,9,Call,2026-01-12,2026-01-18,6,0.73,Yes,Agent_Discretion,Rejected,"[67, 62, 57]"
O50699,A10488,1,51,51,Installment,51,6,13,SMS,2026-02-03,2026-02-08,5,0.81,No,NONE,Accepted,"[56, 51, 46]"
O50700,A10488,2,56,56,Installment,56,3,9,Email,2026-03-11,2026-03-28,17,0.88,No,NONE,Rejected,"[61, 56, 51]"
O50701,A10489,1,56,56,Installment,56,3,15,Call,2026-01-17,2026-01-23,6,0.59,No,NONE,Accepted,"[61, 56, 51]"
O50702,A10490,1,50,50,Installment,50,9,20,Email,2026-03-15,2026-03-23,8,0.6,No,NONE,No Response,"[55, 50, 45]"
O50703,A10491,1,47,47,Installment,47,6,10,Email,2026-02-09,2026-02-24,15,0.64,No,NONE,Accepted,"[52, 47, 42]"
O50704,A10491,2,57,57,Installment,57,9,13,SMS,2026-03-19,2026-03-31,12,0.61,No,NONE,Accepted,"[62, 57, 52]"
O50705,A10492,1,46,51,Installment,51,9,18,Call,2026-02-21,2026-02-22,1,0.71,Yes,Agent_Discretion,Accepted,"[51, 46, 41]"
O50706,A10492,2,47,47,Installment,47,3,11,Email,2026-02-27,2026-03-10,11,0.9,No,NONE,Accepted,"[52, 47, 42]"
O50707,A10493,1,56,56,Installment,56,3,15,Call,2026-03-15,2026-03-15,0,0.75,No,NONE,Accepted,"[61, 56, 51]"
O50708,A10493,2,47,47,Installment,47,6,14,SMS,2026-03-31,2026-04-10,10,0.75,No,NONE,Rejected,"[52, 47, 42]"
O50709,A10494,1,72,77,Installment,77,6,13,SMS,2026-03-12,2026-03-24,12,0.59,Yes,Agent_Discretion,Rejected,"[77, 72, 67]"
O50710,A10495,1,60,60,Installment,60,3,20,Email,2026-03-12,2026-03-18,6,0.61,No,NONE,Accepted,"[65, 60, 55]"
O50711,A10496,1,70,70,Installment,70,3,19,SMS,2026-03-27,2026-04-15,19,0.84,No,NONE,Rejected,"[75, 70, 65]"
O50712,A10496,2,84,84,Installment,84,6,13,Call,2026-01-05,2026-01-11,6,0.58,No,NONE,Accepted,"[89, 84, 79]"
O50713,A10497,1,54,54,Installment,54,6,14,SMS,2026-02-17,2026-02-28,11,0.59,No,NONE,Rejected,"[59, 54, 49]"
O50714,A10498,1,46,46,Installment,46,9,12,Email,2026-02-10,2026-02-25,15,0.7,No,NONE,Accepted,"[51, 46, 41]"
O50715,A10499,1,77,82,Installment,82,9,12,Email,2026-01-07,2026-01-16,9,0.68,Yes,Agent_Discretion,No Response,"[82, 77, 72]"
O50716,A10499,2,66,66,Installment,66,9,10,SMS,2026-01-26,2026-02-10,15,0.88,No,NONE,No Response,"[71, 66, 61]"
O50717,A10500,1,26,26,Lump-Sum,26,0,18,SMS,2026-01-03,2026-01-22,19,0.9,No,NONE,Accepted,"[31, 26, 21]"
O50718,A10501,1,71,71,Installment,71,9,11,Email,2026-02-15,2026-02-16,1,0.79,No,NONE,No Response,"[76, 71, 66]"
O50719,A10502,1,67,67,Installment,67,6,11,Email,2026-01-01,2026-01-11,10,0.62,No,NONE,Accepted,"[72, 67, 62]"
O50720,A10503,1,54,59,Installment,59,6,20,Email,2026-01-02,2026-01-03,1,0.77,Yes,Agent_Discretion,Accepted,"[59, 54, 49]"
O50721,A10504,1,81,81,Installment,81,6,12,Call,2026-02-18,2026-02-20,2,0.84,No,NONE,Rejected,"[86, 81, 76]"
O50722,A10505,1,56,61,Installment,61,9,8,SMS,2026-01-05,2026-01-19,14,0.6,Yes,Agent_Discretion,Rejected,"[61, 56, 51]"
O50723,A10505,2,57,57,Installment,57,3,9,Call,2026-02-24,2026-03-06,10,0.81,No,NONE,Accepted,"[62, 57, 52]"
O50724,A10506,1,50,50,Installment,50,3,12,Email,2026-01-11,2026-01-18,7,0.62,No,NONE,Accepted,"[55, 50, 45]"
O50725,A10507,1,64,64,Installment,64,3,20,SMS,2026-02-15,2026-03-04,17,0.58,No,NONE,Rejected,"[69, 64, 59]"
O50726,A10507,2,60,60,Installment,60,9,16,SMS,2026-02-06,2026-02-12,6,0.56,No,NONE,Accepted,"[65, 60, 55]"
O50727,A10508,1,33,33,Lump-Sum,33,0,17,SMS,2026-03-14,2026-03-26,12,0.81,No,NONE,Rejected,"[38, 33, 28]"
O50728,A10509,1,49,49,Installment,49,3,18,Call,2026-02-11,2026-02-14,3,0.6,No,NONE,Rejected,"[54, 49, 44]"
O50729,A10510,1,65,70,Installment,70,3,13,SMS,2026-02-11,2026-03-02,19,0.83,Yes,Agent_Discretion,Rejected,"[70, 65, 60]"
O50730,A10510,2,70,70,Installment,70,9,9,Call,2026-02-27,2026-03-16,17,0.81,No,NONE,No Response,"[75, 70, 65]"
O50731,A10511,1,45,50,Installment,50,3,21,SMS,2026-01-01,2026-01-21,20,0.61,Yes,Agent_Discretion,Rejected,"[50, 45, 40]"
O50732,A10512,1,56,61,Installment,61,9,17,Email,2026-03-18,2026-03-18,0,0.89,Yes,Agent_Discretion,Accepted,"[61, 56, 51]"
O50733,A10513,1,61,61,Installment,61,9,16,Call,2026-03-20,2026-04-04,15,0.76,No,NONE,Rejected,"[66, 61, 56]"
O50734,A10514,1,75,75,Installment,75,9,9,Call,2026-01-13,2026-01-22,9,0.65,No,NONE,Accepted,"[80, 75, 70]"
O50735,A10515,1,51,51,Installment,51,6,8,SMS,2026-01-07,2026-01-23,16,0.88,No,NONE,Accepted,"[56, 51, 46]"
O50736,A10516,1,48,48,Installment,48,3,19,Email,2026-02-05,2026-02-17,12,0.66,No,NONE,Accepted,"[53, 48, 43]"
O50737,A10516,2,60,60,Installment,60,9,13,Email,2026-03-06,2026-03-10,4,0.81,No,NONE,Rejected,"[65, 60, 55]"
O50738,A10517,1,48,48,Installment,48,6,16,Call,2026-02-22,2026-03-11,17,0.74,No,NONE,Rejected,"[53, 48, 43]"
O50739,A10518,1,51,56,Installment,56,3,19,Email,2026-01-29,2026-02-18,20,0.6,Yes,Agent_Discretion,Accepted,"[56, 51, 46]"
O50740,A10518,2,61,61,Installment,61,6,18,SMS,2026-02-17,2026-03-02,13,0.89,No,NONE,Rejected,"[66, 61, 56]"
O50741,A10519,1,64,64,Installment,64,9,12,Call,2026-02-10,2026-02-28,18,0.68,No,NONE,Rejected,"[69, 64, 59]"
O50742,A10520,1,76,76,Installment,76,6,18,SMS,2026-03-22,2026-03-31,9,0.88,No,NONE,Accepted,"[81, 76, 71]"
O50743,A10521,1,68,73,Installment,73,6,16,Email,2026-01-09,2026-01-26,17,0.66,Yes,Agent_Discretion,Rejected,"[73, 68, 63]"
O50744,A10521,2,79,79,Installment,79,3,8,Email,2026-03-23,2026-04-09,17,0.63,No,NONE,Rejected,"[84, 79, 74]"
O50745,A10522,1,54,59,Installment,59,6,17,Email,2026-02-14,2026-02-23,9,0.61,Yes,Agent_Discretion,Accepted,"[59, 54, 49]"
O50746,A10523,1,57,57,Installment,57,3,15,Call,2026-03-19,2026-03-19,0,0.83,No,NONE,Accepted,"[62, 57, 52]"
O50747,A10523,2,57,57,Installment,57,6,10,Call,2026-02-01,2026-02-01,0,0.62,No,NONE,Rejected,"[62, 57, 52]"
O50748,A10524,1,53,53,Installment,53,6,11,SMS,2026-03-03,2026-03-05,2,0.8,No,NONE,No Response,"[58, 53, 48]"
O50749,A10525,1,53,58,Installment,58,9,19,Email,2026-02-10,2026-02-21,11,0.88,Yes,Agent_Discretion,Accepted,"[58, 53, 48]"
O50750,A10526,1,74,74,Installment,74,9,16,Call,2026-02-25,2026-03-07,10,0.77,No,NONE,Accepted,"[79, 74, 69]"
O50751,A10526,2,70,70,Installment,70,9,17,SMS,2026-03-08,2026-03-20,12,0.84,No,NONE,Accepted,"[75, 70, 65]"
O50752,A10527,1,61,61,Installment,61,9,9,Call,2026-03-07,2026-03-17,10,0.6,No,NONE,Rejected,"[66, 61, 56]"
O50753,A10527,2,64,69,Installment,69,9,21,Call,2026-01-22,2026-02-11,20,0.67,Yes,Agent_Discretion,Accepted,"[69, 64, 59]"
O50754,A10528,1,46,46,Installment,46,3,10,SMS,2026-03-14,2026-04-01,18,0.67,No,NONE,Accepted,"[51, 46, 41]"
O50755,A10528,2,63,68,Installment,68,6,17,SMS,2026-02-09,2026-02-27,18,0.7,Yes,Agent_Discretion,Rejected,"[68, 63, 58]"
O50756,A10529,1,38,38,Lump-Sum,38,0,17,SMS,2026-01-16,2026-01-22,6,0.7,No,NONE,Accepted,"[43, 38, 33]"
O50757,A10530,1,69,69,Installment,69,9,14,SMS,2026-01-13,2026-01-13,0,0.72,No,NONE,Accepted,"[74, 69, 64]"
O50758,A10531,1,60,60,Installment,60,3,8,Call,2026-02-02,2026-02-17,15,0.65,No,NONE,No Response,"[65, 60, 55]"
O50759,A10531,2,62,62,Installment,62,9,16,Call,2026-03-29,2026-04-15,17,0.58,No,NONE,Accepted,"[67, 62, 57]"
O50760,A10532,1,78,78,Installment,78,9,21,Call,2026-01-06,2026-01-12,6,0.86,No,NONE,Accepted,"[83, 78, 73]"
O50761,A10533,1,57,57,Installment,57,9,18,SMS,2026-01-10,2026-01-30,20,0.61,No,NONE,Accepted,"[62, 57, 52]"
O50762,A10534,1,83,83,Installment,83,9,17,Email,2026-02-04,2026-02-09,5,0.78,No,NONE,Accepted,"[88, 83, 78]"
O50763,A10534,2,81,81,Installment,81,3,11,SMS,2026-03-23,2026-03-29,6,0.89,No,NONE,Accepted,"[86, 81, 76]"
O50764,A10535,1,65,65,Installment,65,3,16,Call,2026-03-04,2026-03-21,17,0.56,No,NONE,Accepted,"[70, 65, 60]"
O50765,A10536,1,68,68,Installment,68,3,10,Call,2026-02-27,2026-03-12,13,0.56,No,NONE,Accepted,"[73, 68, 63]"
O50766,A10537,1,80,80,Installment,80,6,15,Email,2026-03-05,2026-03-23,18,0.9,No,NONE,No Response,"[85, 80, 75]"
O50767,A10537,2,72,72,Installment,72,3,8,SMS,2026-03-08,2026-03-21,13,0.77,No,NONE,Accepted,"[77, 72, 67]"
O50768,A10538,1,42,42,Lump-Sum,42,0,18,Call,2026-03-06,2026-03-26,20,0.6,No,NONE,Accepted,"[47, 42, 37]"
O50769,A10539,1,32,32,Lump-Sum,32,0,10,Email,2026-02-09,2026-02-28,19,0.83,No,NONE,Accepted,"[37, 32, 27]"
O50770,A10540,1,49,49,Installment,49,9,18,SMS,2026-01-11,2026-01-15,4,0.68,No,NONE,No Response,"[54, 49, 44]"
O50771,A10540,2,51,51,Installment,51,9,18,Email,2026-02-06,2026-02-24,18,0.64,No,NONE,Rejected,"[56, 51, 46]"
O50772,A10541,1,46,46,Installment,46,3,12,SMS,2026-01-21,2026-01-25,4,0.8,No,NONE,Rejected,"[51, 46, 41]"
O50773,A10542,1,46,46,Installment,46,3,16,Email,2026-01-26,2026-01-31,5,0.78,No,NONE,Accepted,"[51, 46, 41]"
O50774,A10542,2,57,57,Installment,57,9,19,Call,2026-02-17,2026-03-07,18,0.58,No,NONE,Rejected,"[62, 57, 52]"
O50775,A10543,1,79,84,Installment,84,9,12,Call,2026-02-22,2026-03-13,19,0.85,Yes,Agent_Discretion,Accepted,"[84, 79, 74]"
O50776,A10544,1,80,85,Installment,85,3,17,Email,2026-03-17,2026-03-29,12,0.89,Yes,Agent_Discretion,No Response,"[85, 80, 75]"
O50777,A10544,2,80,80,Installment,80,6,14,Call,2026-01-09,2026-01-16,7,0.77,No,NONE,Accepted,"[85, 80, 75]"
O50778,A10545,1,68,73,Installment,73,3,17,Call,2026-03-10,2026-03-25,15,0.59,Yes,Agent_Discretion,No Response,"[73, 68, 63]"
O50779,A10545,2,69,69,Installment,69,6,9,SMS,2026-01-16,2026-01-18,2,0.82,No,NONE,Accepted,"[74, 69, 64]"
O50780,A10546,1,81,81,Installment,81,3,11,Call,2026-03-22,2026-04-04,13,0.85,No,NONE,Accepted,"[86, 81, 76]"
O50781,A10547,1,58,63,Installment,63,3,20,Call,2026-01-18,2026-01-26,8,0.75,Yes,Agent_Discretion,Accepted,"[63, 58, 53]"
O50782,A10548,1,69,69,Installment,69,6,17,SMS,2026-01-25,2026-01-28,3,0.59,No,NONE,Rejected,"[74, 69, 64]"
O50783,A10548,2,81,86,Installment,86,6,15,Call,2026-01-16,2026-01-18,2,0.67,Yes,Agent_Discretion,Accepted,"[86, 81, 76]"
O50784,A10549,1,48,48,Installment,48,6,15,Email,2026-02-01,2026-02-09,8,0.82,No,NONE,Accepted,"[53, 48, 43]"
O50785,A10549,2,50,50,Installment,50,3,14,SMS,2026-03-11,2026-03-17,6,0.88,No,NONE,No Response,"[55, 50, 45]"
O50786,A10550,1,57,57,Installment,57,6,17,Email,2026-01-14,2026-01-20,6,0.66,No,NONE,No Response,"[62, 57, 52]"
O50787,A10551,1,61,61,Installment,61,3,13,Email,2026-02-05,2026-02-20,15,0.68,No,NONE,No Response,"[66, 61, 56]"
O50788,A10552,1,62,62,Installment,62,6,17,Call,2026-01-09,2026-01-11,2,0.57,No,NONE,Accepted,"[67, 62, 57]"
O50789,A10553,1,75,75,Installment,75,9,18,SMS,2026-03-28,2026-04-15,18,0.62,No,NONE,No Response,"[80, 75, 70]"
O50790,A10554,1,31,36,Lump-Sum,36,0,11,Call,2026-01-15,2026-02-03,19,0.88,Yes,Agent_Discretion,Rejected,"[36, 31, 26]"
O50791,A10555,1,75,75,Installment,75,3,18,SMS,2026-03-07,2026-03-14,7,0.81,No,NONE,Accepted,"[80, 75, 70]"
O50792,A10555,2,78,78,Installment,78,9,19,Email,2026-01-09,2026-01-11,2,0.57,No,NONE,Accepted,"[83, 78, 73]"
O50793,A10556,1,71,71,Installment,71,9,10,Call,2026-01-10,2026-01-20,10,0.72,No,NONE,No Response,"[76, 71, 66]"
O50794,A10557,1,77,77,Installment,77,3,16,Email,2026-03-19,2026-03-26,7,0.75,No,NONE,Rejected,"[82, 77, 72]"
O50795,A10558,1,52,52,Installment,52,9,9,Call,2026-03-22,2026-04-01,10,0.73,No,NONE,Rejected,"[57, 52, 47]"
O50796,A10559,1,57,57,Installment,57,9,21,Call,2026-01-15,2026-01-31,16,0.56,No,NONE,Rejected,"[62, 57, 52]"
O50797,A10560,1,83,88,Installment,88,3,15,Call,2026-01-27,2026-02-13,17,0.82,Yes,Agent_Discretion,No Response,"[88, 83, 78]"
O50798,A10560,2,75,75,Installment,75,6,19,SMS,2026-01-24,2026-01-24,0,0.88,No,NONE,Rejected,"[80, 75, 70]"
O50799,A10561,1,66,66,Installment,66,3,17,Email,2026-02-04,2026-02-23,19,0.67,No,NONE,Accepted,"[71, 66, 61]"
O50800,A10562,1,54,54,Installment,54,9,11,SMS,2026-02-22,2026-03-01,7,0.59,No,NONE,Accepted,"[59, 54, 49]"
O50801,A10563,1,59,64,Installment,64,9,15,Email,2026-02-06,2026-02-07,1,0.68,Yes,Agent_Discretion,Accepted,"[64, 59, 54]"
O50802,A10564,1,82,82,Installment,82,3,14,Call,2026-03-23,2026-04-03,11,0.87,No,NONE,Rejected,"[87, 82, 77]"
O50803,A10564,2,79,79,Installment,79,9,15,Email,2026-01-20,2026-02-07,18,0.69,No,NONE,Rejected,"[84, 79, 74]"
O50804,A10565,1,46,46,Installment,46,9,9,SMS,2026-02-27,2026-03-07,8,0.61,No,NONE,Rejected,"[51, 46, 41]"
O50805,A10566,1,31,31,Lump-Sum,31,0,18,Call,2026-02-08,2026-02-22,14,0.69,No,NONE,Accepted,"[36, 31, 26]"
O50806,A10566,2,40,40,Lump-Sum,40,0,17,Email,2026-03-19,2026-03-19,0,0.85,No,NONE,Accepted,"[45, 40, 35]"
O50807,A10567,1,75,75,Installment,75,9,18,SMS,2026-03-17,2026-03-22,5,0.88,No,NONE,Rejected,"[80, 75, 70]"
O50808,A10567,2,79,84,Installment,84,9,15,SMS,2026-03-15,2026-03-16,1,0.77,Yes,Agent_Discretion,Rejected,"[84, 79, 74]"
O50809,A10568,1,72,72,Installment,72,9,11,SMS,2026-01-27,2026-01-27,0,0.71,No,NONE,Accepted,"[77, 72, 67]"
